"Child_ID","Region","Urbanicity","Gender","C1_Reading","C1_Math","C2_Reading","C2_Math","C4_Reading","C4_Math","C5_Reading","C5_Math","C6_Reading","C6_Math","C7_Reading","C7_Math","P2_Family_Type","WK_Income","Parent_Education","Non_Home_English_Speaker","Full_Time_Program"
"0697012C",3,1,0,23,18,27,31,33,36,NA,NA,NA,NA,NA,NA,1,45000,1,0,0
"0697015C",3,1,1,27,27,38,29,63,51,87,87,151,116,173,137,1,40000,1,0,0
"0697016C",3,1,1,26,18,32,33,60,48,106,85,NA,NA,NA,NA,1,80000,1,0,0
"0697017C",3,1,0,36,33,48,41,76,72,126,104,142,134,176,138,3,20000,0,0,0
"0697018C",3,1,1,35,29,55,42,NA,NA,NA,NA,NA,NA,NA,NA,2,40000,1,0,0
"0697019C",3,1,0,34,37,51,48,75,69,NA,NA,NA,NA,NA,NA,2,80000,0,0,0
"0697020C",3,1,0,26,16,32,32,65,64,124,103,NA,NA,NA,NA,1,85000,1,0,0
"0697022C",3,1,1,35,24,43,34,76,56,126,89,139,106,128,136,1,59000,1,0,0
"0697023C",3,1,1,46,46,55,60,91,77,165,130,NA,NA,NA,NA,2,85000,1,0,0
"0697024C",3,1,1,30,25,42,28,72,56,107,81,124,107,162,143,1,55000,0,0,0
"0698001C",3,1,0,40,23,57,44,NA,NA,NA,NA,NA,NA,NA,NA,1,30000,1,1,1
"0698002C",3,1,0,42,38,59,54,105,75,144,147,NA,NA,NA,NA,1,70000,1,1,1
"0698003C",3,1,1,33,26,47,36,77,65,133,105,148,140,182,167,1,80000,1,0,1
"0698004C",3,1,1,50,36,73,42,NA,NA,NA,NA,NA,NA,NA,NA,1,68000,1,0,1
"0698005C",3,1,0,49,35,65,45,107,62,NA,NA,NA,NA,NA,NA,1,40000,0,0,1
"0698006C",3,1,1,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"0698007C",3,1,1,43,39,59,45,99,54,147,115,182,141,NA,NA,1,26000,1,0,1
"0698008C",3,1,0,39,22,57,33,63,55,126,120,147,141,172,141,2,32000,1,0,1
"0698010C",3,1,0,NA,12,NA,20,NA,36,125,102,NA,NA,185,153,1,19084,0,1,1
"0698011C",3,1,1,39,25,42,35,66,43,126,99,139,117,156,132,1,22000,0,0,1
"0698012C",3,1,0,NA,20,33,26,42,35,74,66,146,130,NA,NA,3,23000,0,1,1
"0698013C",3,1,1,41,51,52,65,NA,NA,NA,NA,NA,NA,NA,NA,1,16000,1,1,1
"0698014C",3,1,0,35,26,50,32,60,43,126,77,NA,NA,NA,NA,1,10000,0,0,1
"0698015C",3,1,1,37,25,56,38,NA,NA,NA,NA,NA,NA,NA,NA,3,24000,0,0,1
"0698016C",3,1,0,71,42,79,66,NA,NA,NA,NA,NA,NA,NA,NA,1,28000,1,0,1
"0698017C",3,1,0,35,24,53,43,98,78,149,132,NA,NA,NA,NA,1,70000,1,0,1
"0698018C",3,1,1,38,34,53,38,87,50,130,109,NA,NA,NA,NA,1,28000,1,0,1
"0698019C",3,1,0,27,19,37,25,50,47,88,78,NA,NA,NA,NA,3,25000,0,0,1
"0698020C",3,1,1,24,16,32,24,45,37,88,51,NA,NA,NA,NA,1,38000,2,0,1
"0698021C",3,1,1,NA,37,60,47,75,92,NA,NA,NA,NA,200,157,1,25000,1,1,1
"0698022C",3,1,0,28,20,36,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2e+05,0,0,1
"0698023C",3,1,1,NA,NA,35,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"0698024C",3,1,1,27,19,44,22,54,48,129,86,128,113,171,141,1,65000,1,0,1
"0699001C",3,2,0,NA,NA,67,63,NA,NA,NA,NA,NA,NA,NA,NA,1,50000,2,1,1
"0699002C",3,2,0,37,39,48,46,NA,NA,NA,NA,NA,NA,NA,NA,2,32000,0,0,1
"0699003C",3,2,1,38,26,54,48,72,61,NA,NA,NA,NA,NA,NA,2,160000,1,0,1
"0699004C",3,2,0,34,23,43,37,65,53,NA,NA,NA,NA,NA,NA,3,33000,1,0,1
"0699007C",3,2,0,NA,NA,71,58,107,87,166,142,NA,NA,NA,NA,1,85000,1,0,1
"0699008C",3,2,0,31,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0699009C",3,2,0,123,45,142,69,NA,NA,NA,NA,NA,NA,NA,NA,1,55000,1,0,1
"0699010C",3,2,0,52,47,57,61,89,75,NA,NA,NA,NA,NA,NA,1,60000,2,0,1
"0699013C",3,2,0,42,43,61,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,1,1,1
"0699014C",3,2,1,59,45,65,60,NA,NA,NA,NA,NA,NA,NA,NA,4,30000,0,1,1
"0699015C",3,2,1,44,33,49,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"0699016C",3,2,1,72,66,113,89,NA,NA,NA,NA,NA,NA,NA,NA,1,1e+05,1,1,1
"0699017C",3,2,0,107,96,102,91,NA,NA,NA,NA,NA,NA,NA,NA,1,40000,2,1,1
"0699018C",3,2,1,95,50,114,57,NA,NA,NA,NA,NA,NA,NA,NA,1,73000,1,0,1
"0699019C",3,2,0,49,30,61,41,NA,NA,NA,NA,NA,NA,NA,NA,3,60000,1,0,1
"0699021C",3,2,1,34,28,43,41,56,50,NA,NA,NA,NA,NA,NA,1,32000,1,0,1
"0699023C",3,2,0,52,42,59,54,NA,NA,NA,NA,NA,NA,NA,NA,3,180000,0,0,1
"0700001C",3,1,1,NA,NA,65,52,109,101,163,135,NA,NA,NA,NA,1,30000,1,0,1
"0700002C",3,1,0,NA,NA,34,32,80,57,135,111,131,116,NA,NA,1,29000,1,1,1
"0700003C",3,1,1,NA,NA,48,38,101,60,149,109,167,143,NA,NA,2,34000,0,1,1
"0700004C",3,1,0,NA,NA,45,27,69,50,NA,NA,NA,NA,NA,NA,4,52000,0,0,1
"0700005C",3,1,1,NA,NA,74,51,131,89,NA,NA,NA,NA,NA,NA,2,25000,1,0,1
"0700006C",3,1,0,NA,NA,25,15,31,26,95,55,76,67,NA,NA,NA,NA,NA,0,1
"0700007C",3,1,1,NA,NA,55,40,88,63,127,94,165,136,NA,NA,1,26000,0,0,1
"0700008C",3,1,1,NA,NA,40,24,NA,NA,NA,NA,NA,NA,NA,NA,3,18000,0,0,1
"0700009C",3,1,0,NA,NA,44,41,87,84,NA,NA,NA,NA,NA,NA,1,130000,1,0,1
"0700010C",3,1,0,NA,NA,NA,NA,45,30,79,54,112,75,149,122,NA,NA,NA,1,1
"0700011C",3,1,0,NA,NA,39,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"0700012C",3,1,0,NA,NA,48,42,73,53,106,90,146,126,NA,NA,4,15500,0,0,1
"0700013C",3,1,1,NA,NA,36,42,62,46,122,111,NA,NA,NA,NA,3,12000,0,0,1
"0700014C",3,1,1,NA,NA,49,46,66,65,142,104,147,124,NA,NA,1,24000,0,1,1
"0700015C",3,1,0,NA,NA,58,49,106,80,142,138,166,161,187,169,1,30000,1,0,1
"0700016C",3,1,1,NA,NA,45,23,65,46,123,76,172,95,NA,NA,NA,NA,NA,1,1
"0700017C",3,1,1,NA,NA,50,43,79,57,125,104,164,123,NA,NA,1,42000,1,0,1
"0700018C",3,1,0,NA,NA,50,37,121,64,124,94,147,139,NA,NA,1,90000,1,0,1
"0700019C",3,1,0,NA,NA,41,27,53,40,100,78,121,104,119,116,1,40000,0,1,1
"0700020C",3,1,1,NA,NA,57,44,89,63,126,100,146,137,NA,NA,2,35000,1,0,1
"0700021C",3,1,1,NA,NA,41,29,65,52,130,90,168,125,184,146,3,0,0,1,1
"0700022C",3,1,1,NA,NA,60,57,99,89,144,134,NA,NA,NA,NA,3,9500,1,0,1
"0700023C",3,1,0,NA,NA,38,23,54,29,85,49,106,70,NA,NA,3,2000,0,1,1
"0700024C",3,1,0,NA,NA,30,23,48,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"0700025C",3,1,1,NA,NA,57,34,119,82,146,130,NA,NA,NA,NA,1,30000,1,0,1
"0704001C",3,2,0,38,25,41,31,NA,NA,149,115,165,135,NA,NA,1,12000,1,1,1
"0704002C",3,2,1,40,27,51,55,84,61,NA,NA,NA,NA,NA,NA,NA,24000,0,0,1
"0704004C",3,2,0,NA,23,NA,35,60,53,144,89,143,106,NA,NA,4,50000,0,1,1
"0704005C",3,2,1,27,22,40,33,73,48,164,96,NA,NA,NA,NA,1,69000,0,1,1
"0704006C",3,2,1,37,35,55,43,85,55,149,119,NA,NA,NA,NA,4,50000,0,0,1
"0704007C",3,2,1,30,18,41,26,64,56,116,87,132,76,NA,NA,1,24000,1,0,1
"0704008C",3,2,1,35,22,50,42,66,58,NA,NA,NA,NA,157,143,2,22000,0,0,1
"0704009C",3,2,0,29,26,40,41,92,78,NA,NA,178,150,NA,NA,1,30000,1,0,1
"0704010C",3,2,1,30,24,42,36,75,64,123,101,147,122,118,141,1,70000,1,0,1
"0704012C",3,2,0,38,21,42,33,75,74,NA,NA,NA,NA,NA,NA,3,53000,1,0,1
"0704013C",3,2,1,26,20,39,25,71,41,NA,NA,NA,NA,NA,NA,1,36000,0,1,1
"0704014C",3,2,1,38,23,40,29,60,40,130,104,168,123,NA,NA,3,25000,1,1,1
"0704015C",3,2,1,NA,18,82,42,106,56,128,109,165,127,172,155,1,21000,1,1,1
"0704016C",3,2,0,25,18,34,26,57,64,157,118,163,131,NA,NA,3,27000,0,1,1
"0704017C",3,2,0,31,27,44,31,74,61,132,98,NA,NA,NA,NA,1,28000,2,1,1
"0704018C",3,2,0,31,NA,29,20,39,28,83,58,124,109,136,150,1,48000,1,0,1
"0704019C",3,2,1,37,26,61,41,98,59,144,109,145,123,170,135,1,80000,1,0,1
"0704020C",3,2,0,NA,21,40,32,60,61,129,118,154,149,195,145,2,12000,2,1,1
"0704021C",3,2,1,25,19,39,26,89,56,107,92,147,130,NA,NA,3,17000,1,1,1
"0704022C",3,2,0,48,38,89,57,97,60,164,147,171,166,200,171,1,1e+05,2,0,1
"0704023C",3,2,0,NA,21,40,25,66,58,111,76,122,103,147,128,4,900,0,1,1
"0704024C",3,2,1,88,36,118,42,137,65,172,112,189,131,184,146,1,40000,0,0,1
"0704040C",NA,NA,0,NA,NA,NA,NA,51,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0704041C",NA,NA,0,NA,NA,NA,NA,88,74,148,106,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0704043C",NA,NA,1,NA,NA,NA,NA,105,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0705001C",3,1,1,NA,14,NA,19,NA,33,107,102,132,120,148,138,1,19000,0,1,1
"0705002C",3,1,1,NA,19,NA,29,NA,53,126,103,168,138,185,142,1,15000,0,1,1
"0705003C",3,1,0,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000,0,NA,NA
"0705004C",3,1,0,NA,23,NA,40,65,76,152,129,NA,NA,NA,NA,2,33000,0,1,1
"0705005C",3,1,0,NA,20,NA,31,NA,63,105,118,147,137,166,144,1,14000,0,1,1
"0705006C",3,1,0,NA,17,NA,30,NA,46,120,86,123,121,NA,NA,3,5800,0,1,1
"0705007C",3,1,0,27,16,44,33,57,66,127,91,166,137,164,139,3,4800,0,1,1
"0705008C",3,1,0,NA,16,NA,22,NA,45,NA,NA,NA,NA,134,140,1,48000,0,1,1
"0705009C",3,1,0,25,20,47,32,76,49,128,113,176,150,202,160,2,27000,0,1,1
"0705010C",3,1,1,NA,19,79,34,98,55,141,90,182,136,177,133,4,35000,1,1,1
"0705011C",3,1,1,NA,23,56,42,77,66,148,117,NA,NA,NA,NA,4,25000,1,1,1
"0705012C",3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,27000,2,NA,1
"0705013C",3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19000,0,NA,1
"0705014C",3,1,1,NA,NA,NA,NA,88,62,132,69,NA,NA,NA,NA,3,12000,1,NA,1
"0705015C",3,1,0,33,21,46,32,NA,NA,NA,NA,NA,NA,NA,NA,1,18000,1,1,1
"0705016C",3,1,0,27,19,51,37,71,53,136,100,152,134,110,129,1,15000,0,1,1
"0705017C",3,1,0,NA,19,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"0705018C",3,1,0,24,14,34,22,NA,NA,NA,NA,NA,NA,94,73,2,8000,0,0,1
"0705019C",3,1,0,37,26,48,43,78,65,145,117,146,148,191,164,1,45000,1,1,1
"0705021C",3,1,1,NA,18,NA,24,NA,46,106,52,124,77,NA,NA,4,10000,0,1,1
"0705022C",3,1,1,NA,27,61,36,107,59,150,104,149,153,NA,NA,1,24000,0,1,1
"0705023C",3,1,0,27,18,60,34,89,63,NA,NA,NA,NA,NA,NA,3,19000,0,1,1
"0705024C",3,1,1,NA,17,NA,30,NA,NA,111,70,129,88,147,96,NA,NA,NA,1,1
"0706002C",3,1,1,NA,23,47,51,59,72,126,88,147,129,152,127,1,63000,1,1,1
"0706003C",3,1,1,NA,14,NA,24,55,45,96,82,126,108,NA,NA,4,6000,0,1,1
"0706004C",3,1,0,NA,16,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,1,12000,0,1,NA
"0706005C",3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8500,0,NA,1
"0706006C",3,1,1,37,20,40,31,52,48,123,82,147,116,139,94,2,24000,0,1,1
"0706007C",3,1,1,NA,16,NA,37,66,58,75,104,NA,NA,NA,NA,1,20000,0,1,1
"0706008C",3,1,1,25,12,35,23,NA,NA,NA,NA,NA,NA,NA,NA,4,10000,0,1,1
"0706009C",3,1,0,NA,13,NA,19,44,46,NA,54,73,78,92,75,3,8000,0,1,1
"0706010C",3,1,0,33,24,45,38,66,51,91,68,127,100,NA,NA,2,12000,1,1,1
"0706011C",3,1,0,NA,13,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,1,45000,1,1,1
"0706012C",3,1,1,30,28,66,50,106,101,171,127,171,161,201,161,NA,NA,NA,1,1
"0706013C",3,1,0,NA,21,49,42,79,56,141,116,152,153,NA,NA,3,19000,0,1,1
"0706014C",3,1,1,NA,20,48,28,95,52,129,83,158,129,190,137,1,11000,2,1,1
"0706016C",3,1,0,42,30,51,54,122,93,167,137,182,158,NA,NA,3,10000,1,0,1
"0706017C",3,1,0,26,14,25,26,43,40,72,72,NA,NA,NA,NA,1,18000,0,1,1
"0706018C",3,1,1,NA,NA,NA,NA,NA,NA,109,65,130,85,NA,NA,4,3000,0,NA,1
"0706019C",3,1,0,32,38,49,57,43,98,140,127,156,161,148,152,1,21000,0,0,1
"0706020C",3,1,1,32,23,61,55,82,63,NA,NA,NA,NA,NA,NA,3,10000,0,0,1
"0706021C",3,1,1,24,12,26,22,37,29,61,62,NA,NA,NA,NA,3,12000,0,1,1
"0706022C",3,1,0,NA,14,37,26,55,34,128,98,140,137,160,136,1,20000,0,1,1
"0706023C",3,1,0,27,13,30,19,31,33,NA,57,77,58,118,74,3,2000,0,0,1
"0706025C",3,1,1,NA,22,NA,30,58,67,126,103,127,134,NA,NA,3,19000,0,1,1
"0707001C",3,1,0,34,24,46,44,79,66,125,90,148,135,167,136,1,60000,1,1,1
"0707002C",3,1,0,NA,NA,43,44,NA,NA,NA,NA,NA,NA,NA,NA,1,38000,0,1,NA
"0707003C",3,1,1,37,24,43,41,81,88,149,123,172,150,NA,NA,1,27000,1,1,1
"0707004C",3,1,0,33,25,47,35,100,77,NA,NA,NA,NA,NA,NA,2,55000,0,0,1
"0707005C",3,1,1,37,40,41,55,88,77,NA,NA,NA,NA,NA,NA,4,30000,1,1,1
"0707006C",3,1,0,30,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,0,NA,NA
"0707007C",3,1,1,26,15,42,31,103,69,138,104,156,136,179,162,1,60000,1,1,1
"0707008C",3,1,0,41,29,48,46,118,109,133,102,160,143,169,159,3,25000,1,0,1
"0707010C",3,1,1,120,59,132,86,170,113,175,146,NA,NA,NA,NA,1,150000,2,1,1
"0707011C",3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000,0,NA,1
"0707012C",3,1,0,NA,27,50,44,71,78,130,114,162,152,NA,NA,4,36000,1,1,1
"0707013C",3,1,0,39,34,52,43,74,93,150,143,182,160,201,167,4,80000,1,0,1
"0707014C",3,1,1,37,26,51,42,100,75,162,102,180,140,199,149,1,36000,1,1,1
"0707015C",3,1,0,26,21,32,33,52,74,123,135,151,143,170,155,1,30000,2,1,1
"0707016C",3,1,0,27,21,42,28,54,58,NA,NA,NA,NA,NA,NA,2,50000,1,1,1
"0707017C",3,1,0,33,25,45,41,100,74,135,103,175,142,190,142,1,40000,1,1,1
"0707018C",3,1,1,35,19,47,27,52,43,112,66,146,90,NA,NA,1,75000,1,0,1
"0707019C",3,1,0,44,31,55,35,NA,NA,NA,NA,NA,NA,NA,NA,1,40000,2,0,1
"0707020C",3,1,1,28,16,46,28,64,54,78,71,128,90,107,102,1,70000,2,1,1
"0707021C",3,1,0,NA,20,40,30,NA,NA,NA,NA,NA,NA,NA,NA,1,45000,1,1,1
"0707022C",3,1,1,NA,28,53,48,90,98,180,140,NA,NA,NA,NA,5,25000,2,1,1
"0707023C",3,1,1,NA,NA,43,29,60,56,127,109,147,132,NA,NA,4,6000,0,1,1
"0707024C",3,1,0,NA,22,NA,27,98,71,125,105,163,159,NA,NA,1,1,2,1,1
"0708001C",3,1,0,38,25,52,36,NA,NA,123,115,140,153,NA,NA,1,60000,1,1,1
"0708002C",3,1,0,NA,26,NA,35,66,53,112,102,127,127,97,118,1,60000,1,1,1
"0708003C",3,1,0,25,16,32,27,53,32,106,61,148,86,NA,NA,4,18000,1,1,1
"0708004C",3,1,0,31,21,41,28,53,45,89,60,109,77,132,90,1,30000,0,1,1
"0708005C",3,1,1,26,19,48,29,75,46,129,77,149,101,172,115,1,30000,1,1,1
"0708006C",3,1,1,39,27,51,44,77,71,NA,NA,NA,NA,NA,NA,1,28000,1,1,1
"0708007C",3,1,1,25,19,45,36,66,57,NA,NA,137,117,NA,NA,1,36000,0,1,1
"0708008C",3,1,1,NA,15,33,33,60,49,125,77,123,75,NA,NA,3,9000,0,1,1
"0708009C",3,1,0,NA,13,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,70000,2,NA,NA
"0708010C",3,1,1,32,24,51,43,91,66,NA,NA,170,139,202,159,2,22000,1,1,1
"0708011C",3,1,1,24,16,34,23,58,48,141,90,168,116,168,143,3,40000,1,0,1
"0708012C",3,1,1,48,30,90,47,106,84,163,132,169,145,186,153,5,40000,1,1,1
"0708013C",3,1,0,36,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000,1,NA,NA
"0708014C",3,1,1,NA,19,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"0708015C",3,1,0,NA,20,NA,34,88,49,154,100,166,138,163,136,1,25000,1,1,1
"0708017C",3,1,1,23,19,35,31,49,37,124,78,146,128,156,138,1,90000,2,1,1
"0708018C",3,1,1,32,21,46,34,76,44,106,86,144,96,NA,NA,4,30000,1,1,1
"0708019C",3,1,0,34,25,59,36,92,62,153,107,172,132,NA,NA,3,30000,0,0,1
"0708020C",3,1,1,NA,15,32,29,52,34,166,127,NA,NA,NA,NA,2,67000,1,1,1
"0708021C",3,1,1,32,18,42,36,64,43,141,68,163,95,NA,NA,3,8000,1,1,1
"0708023C",3,1,0,34,33,48,44,65,71,127,131,149,142,NA,NA,3,6000,1,1,1
"0708024C",3,1,1,23,18,44,28,78,40,124,82,140,118,126,120,3,10000,1,1,1
"0710001C",3,1,0,NA,33,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,1,22000,1,1,1
"0710002C",3,1,0,NA,17,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,1,18000,0,1,NA
"0710003C",3,1,1,NA,16,25,26,65,43,NA,NA,NA,NA,NA,NA,1,12000,0,1,1
"0710004C",3,1,1,NA,13,NA,20,NA,33,74,76,104,117,NA,NA,1,23000,0,1,1
"0710005C",3,1,1,NA,21,43,41,77,61,170,130,175,158,NA,NA,3,84000,0,1,1
"0710006C",3,1,0,NA,14,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,1,18000,0,1,1
"0710007C",3,1,1,23,14,29,20,47,43,118,83,147,114,NA,NA,1,30000,0,1,1
"0710008C",3,1,0,NA,15,34,31,49,58,122,99,163,111,173,130,5,27000,0,1,1
"0710009C",3,1,1,26,15,39,22,57,43,124,64,149,99,135,95,1,28000,0,1,1
"0710010C",3,1,0,26,17,32,22,NA,NA,NA,NA,NA,NA,NA,NA,3,8500,0,0,1
"0710011C",3,1,0,39,28,45,34,NA,NA,NA,NA,NA,NA,NA,NA,3,45000,1,0,1
"0710012C",3,1,1,NA,NA,31,19,NA,NA,67,61,105,79,NA,NA,NA,NA,NA,0,NA
"0710013C",3,1,1,24,19,26,22,NA,NA,NA,NA,NA,NA,NA,NA,3,6000,1,0,1
"0710014C",3,1,0,26,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35000,1,NA,NA
"0710015C",3,1,0,31,21,54,41,98,86,159,121,166,155,187,165,1,30,0,1,1
"0710016C",3,1,1,26,27,47,32,NA,NA,NA,NA,NA,NA,NA,NA,4,25000,0,0,1
"0710017C",3,1,1,23,20,45,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,0,0,1
"0710018C",3,1,1,24,16,28,21,NA,NA,NA,NA,NA,NA,NA,NA,3,6000,0,0,1
"0710019C",3,1,0,32,21,48,40,52,65,NA,NA,NA,NA,NA,NA,5,15000,0,0,1
"0710020C",3,1,0,27,17,44,24,NA,NA,128,77,125,106,151,111,1,27000,0,0,1
"0710021C",3,1,1,34,18,40,21,69,48,104,59,126,67,140,98,3,30000,1,0,1
"0710022C",3,1,0,33,24,50,28,62,53,106,74,142,95,NA,NA,3,6000,0,1,1
"0710023C",3,1,1,26,18,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"0710024C",3,1,0,27,21,39,30,64,57,NA,NA,107,107,91,110,1,14000,0,0,1
"0710025C",3,1,0,NA,NA,34,31,NA,NA,104,100,129,104,NA,NA,NA,NA,NA,0,NA
"0711002C",3,1,1,35,24,47,38,83,61,NA,NA,NA,NA,NA,NA,4,1000,0,0,1
"0711003C",3,1,0,26,16,38,24,47,38,NA,NA,NA,NA,NA,NA,2,55000,1,0,1
"0711004C",3,1,0,31,20,38,27,51,44,NA,NA,NA,NA,NA,NA,4,22000,1,0,1
"0711005C",3,1,1,45,31,88,50,126,47,NA,NA,NA,NA,NA,NA,1,130000,1,0,1
"0711006C",3,1,0,32,29,53,50,90,64,159,109,146,105,166,130,1,45000,1,0,1
"0711007C",3,1,1,32,24,37,22,44,29,NA,NA,NA,NA,NA,NA,1,18000,0,0,1
"0711008C",3,1,1,29,12,34,26,67,34,NA,NA,NA,NA,NA,NA,1,26000,0,0,1
"0711009C",3,1,1,38,25,44,31,NA,NA,NA,NA,NA,NA,NA,NA,4,22000,0,0,1
"0711010C",3,1,1,30,23,35,31,46,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"0711011C",3,1,1,49,25,91,52,111,80,146,98,151,114,189,135,4,20000,1,0,1
"0711012C",3,1,1,39,30,44,38,65,47,126,69,147,87,NA,NA,4,35000,1,0,1
"0711013C",3,1,1,39,25,48,30,66,47,NA,NA,NA,NA,NA,NA,3,15000,1,0,1
"0711014C",3,1,0,25,27,37,28,NA,NA,NA,NA,NA,NA,NA,NA,3,26100,0,0,1
"0711015C",3,1,0,46,31,52,48,76,66,147,103,NA,NA,NA,NA,1,76000,1,0,1
"0711016C",3,1,1,NA,NA,35,25,67,40,NA,NA,NA,NA,NA,NA,1,26000,0,0,1
"0712001C",3,1,0,NA,NA,65,41,107,76,141,117,NA,NA,194,156,1,30000,1,1,1
"0712002C",3,1,1,46,41,57,52,123,100,166,143,192,167,NA,NA,2,25000,2,1,1
"0712003C",3,1,1,NA,20,NA,23,78,41,152,65,189,104,197,114,3,1000,1,1,1
"0712004C",3,1,0,NA,21,53,38,100,55,NA,NA,NA,NA,NA,NA,1,25000,1,1,1
"0712005C",3,1,1,NA,NA,50,38,75,49,NA,NA,146,117,NA,NA,3,25000,0,1,1
"0712006C",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,0,NA,1
"0712007C",3,1,0,NA,NA,NA,21,NA,32,89,53,102,66,184,153,1,12000,0,1,1
"0712008C",3,1,0,NA,19,NA,29,66,54,126,130,171,150,NA,NA,2,30000,2,1,1
"0712009C",3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,0,NA,1
"0712010C",3,1,1,NA,20,42,29,78,48,122,87,139,106,NA,NA,1,30000,1,1,1
"0712011C",3,1,0,NA,NA,33,29,64,70,106,120,142,139,NA,NA,4,22000,1,1,NA
"0712012C",3,1,1,NA,19,NA,26,95,60,131,124,165,160,NA,NA,1,12000,0,1,1
"0712013C",3,1,0,38,28,56,43,99,72,124,100,180,136,164,143,1,25000,1,1,1
"0712014C",3,1,0,47,27,59,44,125,57,161,126,NA,NA,NA,NA,1,14000,0,1,1
"0712015C",3,1,1,NA,23,44,36,79,57,127,89,147,116,NA,NA,1,15000,1,1,1
"0712016C",3,1,0,NA,26,46,42,86,74,154,108,166,139,196,143,1,80000,1,1,1
"0712017C",3,1,1,25,21,42,37,65,58,149,105,NA,NA,NA,NA,1,34000,2,1,1
"0712018C",3,1,1,35,23,46,38,87,58,NA,NA,NA,NA,NA,NA,1,22000,1,0,1
"0712019C",3,1,1,42,30,62,39,103,79,147,106,160,130,NA,NA,1,45000,1,0,1
"0712020C",3,1,0,29,22,40,32,67,57,NA,NA,156,131,NA,NA,3,20000,1,0,1
"0712021C",3,1,1,30,24,46,35,68,59,125,92,164,127,167,136,1,25000,1,1,1
"0712022C",3,1,1,40,28,48,37,69,50,127,87,168,136,175,145,3,8000,0,1,1
"0712023C",3,1,1,34,24,43,27,75,46,118,80,NA,NA,NA,NA,1,20000,1,0,1
"0712024C",3,1,1,43,23,45,39,75,46,125,84,135,90,NA,NA,1,65000,1,1,1
"0712025C",3,1,0,32,18,37,21,64,48,102,76,107,92,NA,NA,1,45000,1,0,1
"0712040C",NA,NA,0,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0712041C",NA,NA,0,NA,NA,NA,NA,NA,61,76,77,105,91,130,138,NA,NA,NA,NA,NA
"0712042C",NA,NA,0,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0712043C",NA,NA,1,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0713001C",3,1,1,32,24,50,38,76,55,127,89,165,116,180,124,1,20000,1,0,1
"0713002C",3,1,1,34,24,65,37,96,64,128,94,NA,NA,NA,NA,1,80000,1,0,1
"0713003C",3,1,1,36,21,45,31,61,55,106,89,144,121,169,148,1,50000,1,1,1
"0713004C",3,1,0,34,33,52,62,84,71,124,117,148,135,NA,NA,1,72000,1,1,1
"0713005C",3,1,1,29,19,50,39,54,53,NA,NA,NA,NA,NA,NA,1,56000,1,1,1
"0713007C",3,1,0,32,26,49,40,90,67,135,114,147,126,197,143,2,1e+05,1,1,1
"0713008C",3,1,0,35,34,57,50,93,117,129,135,NA,NA,NA,NA,1,70000,1,1,1
