"Child_ID","Region","Urbanicity","Gender","C1_Reading","C1_Math","C2_Reading","C2_Math","C4_Reading","C4_Math","C5_Reading","C5_Math","C6_Reading","C6_Math","C7_Reading","C7_Math","P2_Family_Type","WK_Income","Parent_Education","Non_Home_English_Speaker","Full_Time_Program"
"0713009C",3,1,1,NA,27,46,36,97,79,165,106,184,118,NA,NA,1,84000,0,1,1
"0713010C",3,1,0,31,31,45,33,68,61,NA,NA,NA,NA,NA,NA,1,70000,1,0,1
"0713011C",3,1,1,46,29,61,48,127,80,179,117,200,163,202,167,1,1e+05,1,1,1
"0713012C",3,1,0,38,35,61,47,127,76,187,133,163,143,191,166,1,80000,1,1,1
"0713013C",3,1,0,25,28,51,50,65,52,128,117,143,128,171,139,1,250000,2,1,1
"0713014C",3,1,1,35,21,53,41,76,100,141,124,168,138,197,171,2,70000,1,1,1
"0713015C",3,1,0,35,31,57,51,94,90,151,121,192,144,NA,NA,2,80000,2,1,1
"0713016C",3,1,1,41,36,54,52,109,101,156,139,182,143,198,169,1,75000,2,1,1
"0713017C",3,1,1,NA,21,NA,28,57,53,NA,NA,NA,NA,NA,NA,4,1e+05,1,1,1
"0713018C",3,1,0,26,36,46,48,NA,NA,NA,NA,NA,NA,NA,NA,1,85000,1,1,1
"0713019C",3,1,0,37,22,46,33,79,67,147,118,NA,NA,123,124,1,24000,2,0,1
"0713020C",3,1,1,42,28,55,52,121,83,NA,NA,NA,NA,NA,NA,1,1e+05,1,1,1
"0713021C",3,1,1,38,29,52,43,NA,NA,NA,NA,NA,NA,NA,NA,2,117000,1,0,1
"0713022C",3,1,0,23,31,47,48,91,79,NA,NA,NA,NA,NA,NA,1,1e+05,2,1,1
"0713023C",3,1,1,33,32,56,41,75,50,120,110,156,124,186,151,1,65000,2,1,1
"0713024C",3,1,0,43,35,49,33,70,68,125,90,125,95,179,134,1,60000,1,1,1
"0714001C",3,1,1,48,25,74,36,124,65,153,85,NA,NA,NA,NA,1,36000,1,0,1
"0714002C",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127000,1,NA,1
"0714003C",3,1,1,NA,22,41,53,77,77,NA,NA,NA,NA,NA,NA,4,25000,1,1,1
"0714004C",3,1,1,26,17,33,28,48,52,82,93,90,117,NA,NA,1,150000,2,1,1
"0714005C",3,1,0,NA,15,NA,26,NA,33,69,62,105,88,117,124,4,53000,2,1,1
"0714006C",3,1,0,NA,19,35,37,69,68,145,104,168,146,183,159,2,19700,2,1,1
"0714008C",3,1,1,NA,NA,40,27,NA,NA,NA,NA,NA,NA,NA,NA,3,25000,2,1,1
"0714009C",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,1,NA,1
"0714010C",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,1,NA,1
"0714012C",3,1,0,36,23,42,31,NA,NA,NA,NA,NA,NA,NA,NA,1,45000,1,1,1
"0714013C",3,1,0,43,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,1,NA,NA
"0714014C",3,1,1,27,18,40,40,90,66,161,101,174,138,184,151,1,30000,1,1,1
"0714015C",3,1,1,48,27,54,48,NA,NA,NA,NA,NA,NA,NA,NA,1,85000,2,1,1
"0714016C",3,1,1,49,47,58,53,114,84,164,143,195,165,198,170,2,80000,1,1,1
"0714017C",3,1,0,36,18,44,33,NA,NA,NA,NA,NA,NA,NA,NA,1,85000,1,0,1
"0714018C",3,1,1,40,39,51,54,88,91,162,127,184,153,189,145,1,70000,2,1,1
"0714019C",3,1,0,29,21,37,33,47,56,NA,NA,NA,NA,NA,NA,1,51000,1,0,1
"0714020C",3,1,1,31,31,48,37,61,57,NA,NA,NA,NA,NA,NA,1,12000,1,0,1
"0714021C",3,1,0,31,23,38,31,59,69,134,130,NA,NA,NA,NA,1,35000,1,0,1
"0714022C",3,1,0,35,35,54,32,NA,NA,NA,NA,NA,NA,NA,NA,1,45000,2,0,1
"0714023C",3,1,1,37,26,46,39,83,75,150,125,167,165,191,171,4,24000,2,1,1
"0714024C",3,1,0,26,23,36,30,NA,NA,NA,NA,NA,NA,NA,NA,3,5000,0,0,1
"0717001C",3,2,0,38,25,43,37,77,81,148,124,154,157,176,162,1,170000,2,0,1
"0717002C",3,2,1,87,45,105,80,143,109,180,149,195,162,NA,NA,1,150000,2,0,1
"0717003C",3,2,0,50,41,71,60,122,86,180,133,191,157,197,167,1,80000,1,0,1
"0717004C",3,2,1,46,26,50,37,66,53,NA,NA,NA,NA,NA,NA,1,250000,1,0,1
"0717005C",3,2,0,36,29,50,46,81,79,142,104,143,128,175,154,1,130000,0,0,1
"0717006C",3,2,1,45,26,51,41,128,88,176,134,193,143,203,169,1,75000,1,0,1
"0717007C",3,2,1,49,29,59,43,93,83,NA,NA,NA,NA,179,165,1,1e+05,2,0,1
"0717008C",3,2,0,34,24,38,31,72,78,127,106,NA,NA,NA,NA,2,60000,1,1,1
"0717009C",3,2,0,36,33,53,65,61,66,144,128,165,145,186,155,3,27000,1,0,1
"0717010C",3,2,0,38,35,52,47,108,94,160,153,173,150,186,168,1,75000,1,0,1
"0717011C",3,2,1,54,43,66,62,115,101,180,150,197,170,NA,NA,1,1e+05,1,0,1
"0717012C",3,2,1,42,29,76,46,101,82,NA,NA,NA,NA,NA,NA,1,225000,2,0,1
"0717013C",3,2,1,46,37,56,47,103,78,134,119,165,154,200,146,1,150000,1,0,1
"0717014C",3,2,1,27,17,42,30,60,64,127,125,NA,NA,NA,NA,1,175000,2,0,1
"0717015C",3,2,1,37,27,69,52,60,68,155,113,170,141,182,160,1,150000,2,0,1
"0717016C",3,2,0,NA,NA,39,37,74,59,109,107,142,141,NA,NA,1,325000,2,0,1
"0717017C",3,2,0,39,30,51,57,64,89,134,104,147,142,NA,NA,1,10000,2,0,1
"0717018C",3,2,1,25,20,39,34,72,37,122,106,145,135,NA,NA,1,10000,1,0,1
"0717019C",3,2,1,36,24,53,52,75,90,165,130,NA,NA,NA,NA,1,240000,1,0,NA
"0717020C",3,2,1,91,58,118,66,147,117,170,121,NA,NA,NA,NA,3,106000,2,0,1
"0717021C",3,2,0,33,21,40,28,64,48,76,64,89,91,121,92,1,50000,1,0,1
"0717022C",3,2,0,57,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90000,1,NA,1
"0717023C",3,2,0,34,21,45,33,62,63,107,95,123,114,149,131,1,1e+05,1,0,1
"0717024C",3,2,1,77,34,110,56,128,82,138,141,166,154,NA,NA,1,280000,2,0,1
"0718001C",3,2,1,56,41,66,67,124,96,159,149,167,161,196,164,1,1e+05,2,0,0
"0718002C",3,2,1,55,46,94,50,NA,NA,NA,NA,NA,NA,NA,NA,3,35000,1,0,0
"0718003C",3,2,1,48,36,76,59,96,64,146,133,NA,NA,NA,NA,1,55000,2,1,0
"0718004C",3,2,0,NA,NA,NA,NA,90,98,NA,NA,NA,NA,NA,NA,1,140000,1,1,1
"0718005C",3,2,0,51,36,61,58,82,89,154,126,165,156,NA,NA,1,90000,2,0,0
"0718007C",3,2,0,36,34,40,58,64,98,137,135,NA,NA,NA,NA,3,34000,1,0,0
"0718008C",3,2,1,NA,23,41,29,66,64,90,88,127,116,NA,NA,3,35000,1,1,0
"0718009C",3,2,0,35,27,NA,NA,87,61,125,117,149,131,NA,NA,NA,1e+05,1,NA,NA
"0718010C",3,2,0,68,36,70,48,114,74,138,106,NA,NA,190,126,1,120000,2,0,0
"0718011C",3,2,1,46,32,44,47,74,57,108,110,142,127,174,160,1,25000,1,0,0
"0718012C",3,2,0,59,48,89,67,160,116,163,155,NA,NA,NA,NA,1,1e+05,1,0,0
"0718014C",3,2,0,37,47,51,59,67,77,136,127,147,156,143,154,1,70000,1,0,0
"0718015C",3,2,0,25,17,31,23,51,40,77,60,87,67,NA,NA,1,60000,1,1,1
"0718016C",3,2,1,52,44,82,59,118,77,166,130,NA,NA,NA,NA,1,90000,1,0,1
"0718017C",3,2,0,52,56,105,86,NA,NA,169,158,NA,NA,NA,NA,2,225000,2,0,1
"0718018C",3,2,1,46,30,61,44,NA,NA,143,85,158,117,144,115,1,12000,0,0,1
"0718019C",3,2,1,29,20,46,31,66,51,NA,NA,148,91,146,109,4,20000,0,1,1
"0718020C",3,2,0,NA,45,42,42,66,66,NA,NA,NA,NA,NA,NA,1,48000,1,1,1
"0718021C",3,2,1,34,20,43,36,76,61,NA,NA,NA,NA,NA,NA,1,44000,0,0,1
"0718022C",3,2,0,NA,18,31,27,70,46,142,100,NA,NA,NA,NA,1,125000,1,1,1
"0718023C",3,2,1,44,35,59,52,121,82,148,118,171,143,193,150,1,105000,1,0,1
"0718024C",3,2,1,43,31,49,51,NA,NA,NA,NA,NA,NA,190,153,1,2e+05,1,1,1
"0718040C",NA,NA,0,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0718041C",NA,NA,1,NA,NA,NA,NA,59,57,149,126,174,146,NA,NA,NA,NA,NA,NA,NA
"0718042C",NA,NA,1,NA,NA,NA,NA,NA,43,NA,NA,146,104,NA,NA,NA,NA,NA,NA,NA
"0718043C",NA,NA,1,NA,NA,NA,NA,98,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0723001C",3,1,1,42,26,54,39,86,47,125,92,147,130,176,150,1,50000,1,0,1
"0723002C",3,1,1,38,27,50,35,75,63,123,100,149,148,NA,NA,1,1e+05,1,0,1
"0723003C",3,1,0,32,30,39,39,53,45,NA,NA,NA,NA,NA,NA,1,95000,1,0,1
"0723004C",3,1,1,39,37,40,44,74,81,NA,116,151,149,192,158,4,19000,0,0,1
"0723005C",3,1,0,47,47,60,61,105,96,164,137,182,155,201,146,1,2e+05,1,0,1
"0723006C",3,1,0,29,22,43,37,NA,NA,NA,NA,NA,NA,NA,NA,4,30000,1,0,1
"0723007C",3,1,0,33,21,56,21,57,43,NA,NA,NA,NA,NA,NA,1,5e+05,2,0,1
"0723008C",3,1,1,36,35,52,47,89,100,156,132,195,161,NA,NA,3,6500,0,0,1
"0723009C",3,1,1,34,24,47,30,66,80,NA,NA,NA,NA,NA,NA,1,1e+05,2,0,1
"0723010C",3,1,0,35,28,41,32,NA,NA,NA,NA,NA,NA,NA,NA,3,95000,1,0,1
"0723011C",3,1,0,25,24,37,31,NA,NA,NA,NA,NA,NA,NA,NA,2,40000,1,0,1
"0723013C",3,1,1,34,25,39,30,NA,NA,NA,NA,NA,NA,NA,NA,1,75000,2,0,1
"0723014C",3,1,0,30,33,42,28,52,56,116,91,168,133,174,131,1,80000,0,0,1
"0723016C",3,1,0,49,30,58,38,119,71,148,124,176,135,188,155,1,90000,1,0,1
"0723017C",3,1,0,42,35,51,45,65,69,108,111,146,159,176,170,1,5,1,0,1
"0723018C",3,1,1,27,29,46,46,NA,NA,NA,NA,NA,NA,NA,NA,1,70000,2,0,1
"0723019C",3,1,0,37,38,48,46,66,76,NA,NA,NA,NA,NA,NA,1,1,1,0,1
"0723020C",3,1,0,52,33,52,52,80,73,152,117,186,159,199,169,1,25000,1,0,1
"0723021C",3,1,1,39,28,46,41,NA,NA,NA,NA,NA,NA,NA,NA,1,1e+05,2,0,1
"0723022C",3,1,0,44,30,56,46,96,66,NA,NA,NA,NA,NA,NA,1,85000,2,0,1
"0723023C",3,1,0,35,30,50,33,NA,NA,NA,NA,NA,NA,NA,NA,1,24000,1,0,1
"0723024C",3,1,0,34,26,44,42,67,54,NA,NA,NA,NA,NA,NA,2,9,1,0,1
"0728001C",3,3,1,28,13,29,21,49,34,NA,NA,NA,NA,NA,NA,5,43000,1,0,1
"0728002C",3,3,1,29,28,42,40,74,71,126,74,166,115,190,127,3,25000,1,0,1
"0728003C",3,3,1,35,29,45,39,68,54,140,70,146,98,184,122,3,60000,0,0,1
"0728004C",3,3,0,32,25,47,43,90,72,136,116,185,144,189,169,1,1e+05,2,0,1
"0728005C",3,3,0,29,18,43,36,79,58,104,100,164,117,165,133,1,23000,0,0,1
"0728006C",3,3,0,28,21,32,35,65,57,84,82,125,99,NA,NA,1,90000,1,0,1
"0728007C",3,3,1,35,25,42,43,75,56,115,81,145,121,182,122,1,60000,1,0,1
"0728008C",3,3,0,29,19,34,35,NA,NA,NA,NA,NA,NA,NA,NA,3,12000,1,0,1
"0728009C",3,3,0,26,14,37,25,51,54,106,69,145,95,179,123,1,60000,0,0,1
"0728010C",3,3,1,30,18,36,28,66,48,106,51,134,85,178,123,2,37000,1,0,1
"0728011C",3,3,0,37,27,47,36,59,55,106,77,NA,NA,NA,NA,2,50000,2,0,1
"0728012C",3,3,1,26,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,0,NA,NA
"0728013C",3,3,0,32,31,44,43,80,61,106,109,149,132,168,151,2,37000,1,0,1
"0728014C",3,3,1,28,18,38,27,39,35,100,52,130,79,146,101,2,15000,1,0,1
"0728015C",3,3,0,28,21,NA,NA,106,72,NA,NA,NA,NA,NA,NA,NA,32000,0,NA,NA
"0728016C",3,3,0,25,16,40,27,65,52,151,104,140,101,167,130,1,120000,1,0,1
"0728017C",3,3,0,30,26,37,31,64,53,102,89,116,114,137,113,1,65000,0,0,1
"0728018C",3,3,0,33,24,47,42,73,74,130,112,150,130,164,145,1,44000,1,0,1
"0728019C",3,3,0,NA,NA,39,28,NA,NA,NA,NA,NA,NA,NA,NA,4,25000,0,0,1
"0728020C",3,3,0,33,19,37,28,53,47,NA,NA,NA,NA,NA,NA,1,28000,0,0,1
"0728021C",3,3,1,39,28,64,60,NA,NA,NA,NA,NA,NA,NA,NA,1,37000,0,0,1
"0728022C",3,3,0,22,13,31,22,43,30,91,51,102,77,148,105,1,12500,0,0,1
"0728023C",3,3,1,31,22,45,36,80,59,144,79,147,119,180,139,1,21000,1,0,1
"0728024C",3,3,1,26,12,27,26,52,39,109,67,138,87,158,120,1,10000,0,0,1
"0729001C",3,2,0,43,43,77,64,140,77,170,131,195,161,NA,NA,1,9600,0,1,1
"0729002C",3,2,1,40,24,60,36,100,59,NA,NA,NA,NA,204,159,3,25000,1,0,0
"0729003C",3,2,1,32,20,43,27,61,56,91,88,139,114,158,137,3,12000,1,0,0
"0729004C",3,2,0,31,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,45000,0,NA,NA
"0729005C",3,2,0,25,14,26,15,NA,NA,NA,NA,NA,NA,NA,NA,3,10000,0,0,1
"0729006C",3,2,0,29,24,38,32,85,44,147,76,NA,NA,NA,NA,1,62000,2,0,0
"0729007C",3,2,1,45,34,58,50,90,79,127,126,182,151,194,169,1,80000,1,0,1
"0729008C",3,2,0,39,22,48,40,79,62,103,76,NA,NA,NA,NA,1,29000,0,0,1
"0729009C",3,2,1,31,21,48,32,82,63,126,88,169,127,205,150,2,90000,1,0,0
"0729010C",3,2,0,33,27,54,39,90,82,171,124,165,145,201,162,3,20000,0,0,0
"0729011C",3,2,0,26,18,52,29,NA,NA,NA,NA,NA,NA,NA,NA,1,53000,0,0,1
"0729012C",3,2,0,34,22,41,26,54,42,123,61,148,70,152,87,1,110000,2,0,0
"0729013C",3,2,0,39,19,54,41,76,62,127,88,154,139,197,160,1,70000,2,0,1
"0729014C",3,2,0,46,38,93,54,135,79,NA,NA,NA,NA,NA,NA,1,22000,1,0,1
"0729015C",3,2,0,56,40,61,59,113,78,156,105,160,133,173,140,1,45000,2,0,0
"0729016C",3,2,0,27,18,39,26,51,43,NA,NA,NA,NA,NA,NA,1,18000,0,0,1
"0729017C",3,2,1,40,24,44,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,1,0,1
"0729018C",3,2,0,38,43,65,71,108,99,169,145,183,164,196,170,3,1e+05,1,0,1
"0729019C",3,2,0,44,29,60,48,92,67,NA,NA,NA,NA,NA,NA,1,60000,1,0,1
"0729020C",3,2,0,28,30,44,34,72,67,124,85,NA,NA,NA,NA,1,40000,1,0,0
"0729021C",3,2,0,51,36,103,64,126,93,168,132,193,160,208,168,1,2e+05,2,0,1
"0729022C",3,2,1,29,18,41,26,47,37,74,77,88,92,120,107,NA,41000,0,0,0
"0729023C",3,2,0,35,33,74,66,110,98,132,133,NA,NA,NA,NA,1,40000,1,0,1
"0729024C",3,2,0,39,21,40,29,54,43,84,67,106,87,108,99,1,39000,1,0,1
"0729040C",NA,NA,1,NA,NA,NA,NA,68,43,90,55,120,65,98,101,NA,NA,NA,NA,NA
"0731001C",3,2,1,29,23,41,34,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1
"0731002C",3,2,0,31,29,41,37,74,56,NA,NA,131,104,142,123,5,12000,0,0,1
"0731003C",3,2,1,45,37,54,47,111,98,168,111,193,138,198,146,1,28000,1,0,1
"0731004C",3,2,1,27,14,31,25,89,58,127,92,167,103,166,138,3,20000,1,0,1
"0731005C",3,2,1,24,12,29,17,47,34,105,66,128,71,NA,NA,2,20000,0,0,1
"0731006C",3,2,0,37,22,45,35,70,63,105,116,NA,NA,NA,NA,1,11000,0,1,1
"0731007C",3,2,0,25,20,28,23,43,36,64,54,NA,NA,NA,NA,3,21000,0,0,1
"0731008C",3,2,0,25,12,34,21,59,51,NA,NA,NA,NA,NA,NA,4,2300,0,0,1
"0731009C",3,2,0,23,16,33,19,41,27,64,59,113,69,112,92,3,8400,0,0,1
"0731010C",3,2,1,33,29,46,37,76,66,89,73,165,122,NA,NA,3,0,0,0,1
"0731011C",3,2,0,23,14,41,28,72,47,106,82,148,92,156,139,3,4000,0,0,1
"0731012C",3,2,1,29,17,46,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,8880,0,0,1
"0731013C",3,2,1,44,24,58,37,104,60,NA,NA,NA,NA,NA,NA,4,10000,0,0,1
"0731014C",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000,0,NA,NA
"0731015C",3,2,1,25,16,36,20,46,35,NA,NA,NA,NA,NA,NA,3,20000,0,0,1
"0731016C",3,2,0,29,13,NA,NA,51,41,86,75,102,69,NA,NA,1,8000,0,NA,1
"0731017C",3,2,1,32,27,53,43,94,57,148,111,NA,NA,NA,NA,NA,31000,1,0,1
"0731018C",3,2,1,23,22,38,30,52,56,105,104,142,107,184,134,1,15000,1,0,1
"0731019C",3,2,0,38,24,40,25,46,42,85,89,126,77,NA,NA,3,10000,0,0,1
"0731020C",3,2,0,25,14,32,20,50,40,106,67,NA,NA,NA,NA,1,18000,0,0,1
"0731021C",3,2,1,NA,NA,36,28,84,54,NA,NA,144,89,NA,NA,3,11000,0,0,NA
"0731022C",3,2,1,34,19,40,26,106,53,155,114,185,109,162,100,4,2400,0,0,NA
"0731023C",3,2,1,26,15,37,28,71,50,109,67,NA,NA,NA,NA,3,8144,0,0,1
"0731024C",3,2,0,38,27,45,32,NA,NA,NA,NA,NA,NA,NA,NA,1,18000,0,0,NA
"0731040C",NA,NA,1,NA,NA,NA,NA,76,58,106,91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0732001C",3,2,1,NA,NA,38,24,50,38,95,77,126,114,132,119,1,12000,1,0,0
"0732003C",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18000,1,0,0
"0732004C",3,2,0,NA,NA,46,45,56,79,109,116,147,133,178,135,1,27000,0,0,0
"0732007C",3,2,0,NA,NA,46,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"0732009C",3,2,0,NA,NA,39,40,68,85,NA,NA,185,141,164,145,1,37000,0,0,0
"0732010C",3,2,0,NA,NA,34,34,69,61,159,114,170,127,NA,NA,1,9000,0,0,0
"0732011C",3,2,0,NA,NA,30,25,62,50,NA,NA,NA,NA,NA,NA,1,20000,0,0,0
"0732012C",3,2,0,NA,NA,43,27,53,41,80,70,NA,NA,NA,NA,3,6648,0,0,0
"0732013C",3,2,0,NA,NA,46,34,76,57,114,87,127,99,145,130,3,25000,0,0,0
"0732014C",3,2,1,NA,NA,24,19,NA,NA,57,66,98,65,102,70,1,24000,0,0,0
"0732015C",3,2,0,NA,NA,48,40,67,88,164,130,165,143,191,156,1,43000,1,0,0
"0732016C",3,2,1,NA,NA,44,35,85,63,148,120,150,135,179,139,2,30000,1,0,0
"0732018C",3,2,1,NA,NA,43,33,66,65,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"0732019C",3,2,0,NA,NA,46,42,76,80,148,145,168,142,183,151,1,24000,1,0,0
"0732020C",3,2,0,NA,NA,35,27,55,56,151,112,182,121,NA,NA,2,19000,1,0,0
"0732021C",3,2,1,NA,NA,38,30,70,49,103,65,147,73,167,108,3,17095,1,0,0
"0732022C",3,2,0,NA,NA,40,33,92,62,129,114,NA,NA,NA,NA,3,4000,1,0,0
"0732023C",3,2,0,NA,NA,27,23,47,36,89,62,105,86,139,102,2,45000,0,0,0
"0732024C",3,2,0,NA,NA,45,40,95,81,155,108,152,114,167,149,1,45000,0,0,0
"0732040C",NA,NA,0,NA,NA,NA,NA,77,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0732041C",NA,NA,1,NA,NA,NA,NA,106,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0732042C",NA,NA,1,NA,NA,NA,NA,89,58,127,104,147,107,176,117,NA,NA,NA,NA,NA
"0732043C",NA,NA,1,NA,NA,NA,NA,89,49,145,108,141,102,178,116,NA,NA,NA,NA,NA
"0732044C",NA,NA,0,NA,NA,NA,NA,79,61,125,93,137,103,NA,139,NA,NA,NA,NA,NA
"0732048C",NA,NA,1,NA,NA,NA,NA,74,72,119,105,153,112,168,127,NA,NA,NA,NA,NA
"0732051C",NA,NA,1,NA,NA,NA,NA,107,82,176,128,182,144,194,151,NA,NA,NA,NA,NA
"0733001C",3,2,1,NA,NA,62,46,103,75,168,136,183,133,178,155,2,58000,1,0,0
"0733002C",3,2,0,NA,NA,64,45,104,63,127,107,NA,NA,NA,NA,1,80000,1,0,0
"0733003C",3,2,0,NA,NA,66,41,NA,NA,NA,NA,NA,NA,NA,NA,4,115000,1,0,0
"0733004C",3,2,1,NA,NA,41,53,90,88,148,117,179,131,158,139,3,31000,1,0,0
"0733005C",3,2,0,NA,NA,44,59,75,94,148,128,192,155,194,162,1,65000,1,0,0
"0733006C",3,2,0,NA,NA,39,35,64,53,155,116,177,145,195,161,1,32000,1,0,0
"0733007C",3,2,0,NA,NA,36,23,49,36,126,85,NA,NA,176,128,1,21000,0,0,0
"0733008C",3,2,1,NA,NA,44,41,NA,NA,NA,NA,NA,NA,NA,NA,1,43000,0,0,0
"0733009C",3,2,0,NA,NA,31,20,43,33,81,57,121,66,NA,124,1,9000,1,0,0
"0733010C",3,2,1,NA,NA,36,24,66,40,115,72,146,105,NA,NA,5,35000,0,0,0
"0733011C",3,2,1,NA,NA,42,33,66,44,NA,NA,NA,NA,NA,NA,1,13000,0,0,0
"0733012C",3,2,0,NA,NA,52,39,99,75,147,123,179,143,197,162,1,150000,0,0,0
"0733013C",3,2,0,NA,NA,45,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"0733014C",3,2,1,NA,NA,44,65,86,69,168,147,183,151,NA,NA,NA,NA,NA,0,0
"0733016C",3,2,1,NA,NA,33,22,48,34,88,53,122,82,NA,97,2,47000,1,0,0
"0733017C",3,2,0,NA,NA,50,51,103,82,150,111,166,147,195,164,4,5000,1,0,0
"0733018C",3,2,0,NA,NA,37,25,78,56,142,76,147,91,138,123,1,60000,2,0,0
"0733019C",3,2,1,NA,NA,44,37,87,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"0733021C",3,2,0,NA,NA,51,47,NA,NA,NA,NA,NA,NA,NA,NA,1,13000,0,0,0
"0734001C",3,2,1,NA,NA,52,44,89,88,147,124,NA,NA,NA,NA,1,55000,2,0,0
"0734003C",3,2,0,NA,NA,45,41,57,69,NA,NA,118,138,NA,151,1,0,0,0,0
"0734004C",3,2,0,NA,NA,58,43,111,99,148,116,157,149,184,158,1,25000,1,0,0
"0734005C",3,2,1,NA,NA,44,30,87,61,165,103,NA,NA,NA,NA,4,5000,0,0,0
"0734006C",3,2,1,NA,NA,37,22,62,36,NA,NA,NA,NA,NA,NA,1,59000,0,0,0
"0734007C",3,2,0,NA,NA,58,58,119,78,146,121,167,128,183,152,3,35000,1,0,0
"0734008C",3,2,1,NA,NA,50,42,92,72,123,118,170,141,202,148,1,75000,1,0,0
"0734009C",3,2,1,NA,NA,29,19,32,21,63,40,NA,NA,NA,NA,2,18000,0,0,0
"0734010C",3,2,0,NA,NA,66,46,107,71,145,128,173,151,185,161,1,93000,2,0,0
"0734011C",3,2,0,NA,NA,41,38,65,103,124,95,161,122,183,136,NA,NA,NA,0,0
"0734013C",3,2,0,NA,NA,46,37,75,61,108,89,127,117,173,146,2,55000,1,0,0
"0734015C",3,2,0,NA,NA,40,32,49,48,109,80,143,94,NA,NA,1,40000,1,0,0
"0734016C",3,2,0,NA,NA,50,40,89,57,148,117,161,120,184,161,2,50000,1,0,0
"0734017C",3,2,1,NA,NA,40,22,44,29,77,49,86,56,NA,NA,1,55000,1,0,0
"0734018C",3,2,0,NA,NA,87,56,101,97,146,125,158,155,188,170,1,150000,2,0,0
"0734019C",3,2,1,NA,NA,46,30,91,63,126,86,147,110,174,141,NA,NA,NA,0,0
"0734020C",3,2,1,NA,NA,68,49,119,100,150,132,172,157,201,164,1,105000,2,0,0
"0734021C",3,2,0,NA,NA,60,41,124,75,169,117,171,122,171,141,1,155000,2,0,0
"0734022C",3,2,1,NA,NA,44,36,77,64,107,98,146,116,157,150,1,25000,1,0,0
"0734023C",3,2,1,NA,NA,49,48,105,88,149,121,150,129,202,152,3,1e+05,1,0,0
"0734024C",3,2,0,NA,NA,60,53,85,82,141,120,157,141,193,156,1,120000,2,0,0
"0734040C",NA,NA,1,NA,NA,NA,NA,79,58,105,74,147,110,NA,NA,NA,NA,NA,NA,NA
"0735001C",3,2,1,NA,NA,56,42,NA,NA,NA,NA,NA,NA,NA,NA,1,40000,2,1,1
"0735002C",3,2,0,28,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15000,1,NA,NA
"0735003C",3,2,1,25,18,38,27,NA,NA,NA,NA,NA,NA,NA,NA,5,6000,0,0,1
"0735004C",3,2,0,28,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11000,1,NA,NA
"0735005C",3,2,0,33,33,59,42,130,94,165,118,182,160,NA,NA,1,75000,1,0,1
"0735006C",3,2,1,26,21,39,26,76,59,NA,NA,NA,NA,NA,NA,5,7512,0,0,1
"0735007C",3,2,0,27,22,40,30,NA,NA,NA,NA,NA,NA,NA,NA,3,6000,0,0,0
"0735008C",3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"0735009C",3,2,1,42,34,57,43,93,61,119,100,142,127,164,142,1,27000,1,0,1
"0735010C",3,2,1,26,18,33,25,NA,NA,NA,NA,NA,NA,NA,NA,2,28000,1,0,1
"0735011C",3,2,0,31,26,53,38,76,65,NA,NA,NA,NA,NA,NA,3,3144,0,0,1
"0735012C",3,2,1,31,26,47,29,75,53,NA,NA,NA,NA,NA,NA,1,42000,1,0,1
"0735013C",3,2,0,33,20,51,31,90,92,129,115,164,147,140,139,1,25000,0,0,1
"0735014C",3,2,1,27,19,41,31,85,62,NA,NA,NA,NA,NA,NA,3,1500,0,0,1
"0735015C",3,2,0,33,23,47,41,93,63,NA,NA,NA,NA,NA,NA,3,4596,0,0,1
"0735016C",3,2,0,27,17,32,27,NA,NA,NA,NA,NA,NA,NA,NA,1,47000,1,0,1
